id_sv,ten_sv,ngay_sinh,gioi_tinh,uu_tien,khu_vuc,diem_khuyen_khich,ma_tinh,loai_thi_sinh
54118395223,Họ Tên 4618,2005-10-01,Nam,Đối tượng 2,KV3,1.71,541,Thí sinh không phải tự do
64380117477,Họ Tên 4619,2006-11-15,Nữ,Đối tượng 1,KV1,0.64,643,Thí sinh tự do
31182512777,Họ Tên 4620,2002-04-10,Nữ,Đối tượng 1,KV1,1.54,311,Thí sinh tự do
75217918227,Họ Tên 4621,2005-04-16,Nam,Đối tượng 2,KV1,0.81,752,Thí sinh không phải tự do
52421709416,Họ Tên 4622,2002-06-01,Nữ,Đối tượng 2,KV3,0.19,524,Thí sinh tự do
85525188100,Họ Tên 4623,2003-01-31,Nam,Không,KV3,0.7,855,Thí sinh không phải tự do
63739848205,Họ Tên 4624,2003-12-30,Nam,Đối tượng 2,KV1,0.94,637,Thí sinh tự do
88127463122,Họ Tên 4625,2005-03-06,Nam,Đối tượng 2,KV3,0.9,881,Thí sinh không phải tự do
40925352951,Họ Tên 4626,2005-08-11,Nữ,Đối tượng 2,KV2,0.92,409,Thí sinh không phải tự do
88232363780,Họ Tên 4627,2006-04-09,Nam,Đối tượng 1,KV3,1.73,882,Thí sinh tự do
87876676220,Họ Tên 4628,2003-04-05,Nam,Không,KV3,1.85,878,Thí sinh tự do
78269709591,Họ Tên 4629,2003-10-11,Nữ,Đối tượng 1,KV2,1.75,782,Thí sinh tự do
61705219484,Họ Tên 4630,2003-03-06,Nữ,Đối tượng 1,KV2,0.04,617,Thí sinh không phải tự do
26168844694,Họ Tên 4631,2006-05-31,Nữ,Không,KV1,0.47,261,Thí sinh không phải tự do
49011861937,Họ Tên 4632,2004-02-08,Nữ,Không,KV3,1.14,490,Thí sinh không phải tự do
78355493311,Họ Tên 4633,2004-08-18,Nam,Không,KV3,0.12,783,Thí sinh không phải tự do
75875574459,Họ Tên 4634,2006-11-19,Nữ,Đối tượng 2,KV3,0.59,758,Thí sinh không phải tự do
82879107920,Họ Tên 4635,2004-03-21,Nam,Đối tượng 2,KV2,1.39,828,Thí sinh không phải tự do
52300683045,Họ Tên 4636,2003-10-27,Nam,Đối tượng 1,KV1,1.35,523,Thí sinh không phải tự do
70548837471,Họ Tên 4637,2006-08-14,Nữ,Không,KV3,0.41,705,Thí sinh không phải tự do
50941292369,Họ Tên 4638,2006-04-12,Nữ,Không,KV1,1.1,509,Thí sinh tự do
44873748591,Họ Tên 4639,2004-07-29,Nữ,Không,KV2,1.87,448,Thí sinh tự do
75116353704,Họ Tên 4640,2006-09-17,Nam,Đối tượng 2,KV2,1.21,751,Thí sinh tự do
43564728942,Họ Tên 4641,2004-06-28,Nữ,Đối tượng 2,KV3,0.59,435,Thí sinh tự do
46066951510,Họ Tên 4642,2002-09-22,Nam,Đối tượng 2,KV1,0.03,460,Thí sinh không phải tự do
96758881791,Họ Tên 4643,2003-02-21,Nữ,Không,KV3,1.96,967,Thí sinh tự do
13373210326,Họ Tên 4644,2005-05-11,Nữ,Đối tượng 1,KV3,0.47,133,Thí sinh tự do
38507564800,Họ Tên 4645,2002-11-17,Nam,Đối tượng 2,KV3,0.37,385,Thí sinh không phải tự do
58310937566,Họ Tên 4646,2004-03-22,Nữ,Không,KV2,0.44,583,Thí sinh tự do
50619141552,Họ Tên 4647,2003-12-15,Nam,Đối tượng 2,KV3,1.68,506,Thí sinh không phải tự do
24166014954,Họ Tên 4648,2002-10-22,Nam,Đối tượng 2,KV3,1.4,241,Thí sinh không phải tự do
63365840068,Họ Tên 4649,2003-11-25,Nữ,Đối tượng 1,KV3,0.03,633,Thí sinh tự do
86489846193,Họ Tên 4650,2006-06-19,Nữ,Không,KV1,0.34,864,Thí sinh không phải tự do
64300725561,Họ Tên 4651,2005-07-22,Nữ,Đối tượng 2,KV3,1.86,643,Thí sinh tự do
76271287297,Họ Tên 4652,2005-03-27,Nữ,Không,KV1,0.74,762,Thí sinh không phải tự do
48930201766,Họ Tên 4653,2006-06-08,Nữ,Đối tượng 1,KV2,0.27,489,Thí sinh không phải tự do
77562228495,Họ Tên 4654,2006-03-20,Nữ,Đối tượng 2,KV2,1.11,775,Thí sinh không phải tự do
94726807912,Họ Tên 4655,2002-12-13,Nam,Không,KV1,1.24,947,Thí sinh tự do
31491169875,Họ Tên 4656,2006-08-15,Nữ,Không,KV2,1.65,314,Thí sinh không phải tự do
95004885150,Họ Tên 4657,2002-12-01,Nam,Đối tượng 1,KV2,0.34,950,Thí sinh tự do
93767611107,Họ Tên 4658,2003-11-15,Nữ,Đối tượng 2,KV3,0.74,937,Thí sinh không phải tự do
89307843392,Họ Tên 4659,2003-08-03,Nam,Đối tượng 1,KV1,1.11,893,Thí sinh tự do
30739848453,Họ Tên 4660,2006-12-23,Nữ,Không,KV3,0.01,307,Thí sinh tự do
36904347191,Họ Tên 4661,2005-02-19,Nam,Đối tượng 2,KV1,0.91,369,Thí sinh không phải tự do
96739000719,Họ Tên 4662,2005-07-27,Nam,Đối tượng 1,KV3,0.57,967,Thí sinh không phải tự do
56329855346,Họ Tên 4663,2005-12-12,Nữ,Đối tượng 2,KV1,1.8,563,Thí sinh tự do
55037419465,Họ Tên 4664,2003-10-05,Nam,Không,KV2,1.06,550,Thí sinh tự do
23728421327,Họ Tên 4665,2006-08-09,Nữ,Đối tượng 1,KV1,0.27,237,Thí sinh không phải tự do
47703214484,Họ Tên 4666,2003-07-04,Nữ,Đối tượng 1,KV1,0.62,477,Thí sinh tự do
54378833890,Họ Tên 4667,2005-11-03,Nam,Đối tượng 1,KV2,1.93,543,Thí sinh không phải tự do
73904508960,Họ Tên 4668,2003-03-26,Nữ,Đối tượng 1,KV1,1.61,739,Thí sinh tự do
47332967830,Họ Tên 4669,2006-12-26,Nam,Đối tượng 1,KV3,0.25,473,Thí sinh không phải tự do
97534003981,Họ Tên 4670,2004-03-24,Nữ,Không,KV2,0.34,975,Thí sinh tự do
29328359173,Họ Tên 4671,2005-02-14,Nam,Đối tượng 1,KV1,0.75,293,Thí sinh không phải tự do
77364011918,Họ Tên 4672,2004-05-20,Nam,Đối tượng 2,KV1,0.86,773,Thí sinh tự do
53239648953,Họ Tên 4673,2003-03-25,Nữ,Không,KV2,0.85,532,Thí sinh tự do
29778546499,Họ Tên 4674,2004-02-02,Nam,Không,KV2,0.5,297,Thí sinh không phải tự do
30302691858,Họ Tên 4675,2006-06-27,Nữ,Đối tượng 1,KV3,1.81,303,Thí sinh tự do
40251222617,Họ Tên 4676,2005-02-03,Nam,Đối tượng 1,KV3,1.16,402,Thí sinh tự do
96344341350,Họ Tên 4677,2004-10-18,Nữ,Đối tượng 2,KV3,1.03,963,Thí sinh không phải tự do
76674744017,Họ Tên 4678,2003-12-11,Nữ,Không,KV2,1.26,766,Thí sinh không phải tự do
55183934088,Họ Tên 4679,2005-07-28,Nam,Không,KV2,0.43,551,Thí sinh tự do
52092180472,Họ Tên 4680,2005-05-15,Nữ,Đối tượng 2,KV1,1.56,520,Thí sinh không phải tự do
41124809430,Họ Tên 4681,2003-08-19,Nữ,Đối tượng 1,KV2,0.28,411,Thí sinh tự do
72229739010,Họ Tên 4682,2004-10-22,Nữ,Đối tượng 1,KV3,0.56,722,Thí sinh không phải tự do
40104943675,Họ Tên 4683,2005-11-01,Nam,Không,KV1,0.44,401,Thí sinh tự do
25288120824,Họ Tên 4684,2003-03-31,Nam,Đối tượng 2,KV3,2.0,252,Thí sinh tự do
51082286610,Họ Tên 4685,2003-04-05,Nam,Đối tượng 1,KV2,1.14,510,Thí sinh tự do
10564018841,Họ Tên 4686,2006-08-20,Nữ,Không,KV1,1.66,105,Thí sinh không phải tự do
14983847178,Họ Tên 4687,2003-08-16,Nữ,Đối tượng 1,KV2,1.43,149,Thí sinh tự do
85712061954,Họ Tên 4688,2003-03-20,Nam,Đối tượng 1,KV1,1.1,857,Thí sinh không phải tự do
98889007262,Họ Tên 4689,2003-06-09,Nữ,Đối tượng 2,KV1,0.07,988,Thí sinh không phải tự do
43199879752,Họ Tên 4690,2002-11-27,Nữ,Đối tượng 1,KV3,1.05,431,Thí sinh tự do
76066966175,Họ Tên 4691,2003-04-26,Nam,Đối tượng 2,KV3,0.83,760,Thí sinh không phải tự do
15856903901,Họ Tên 4692,2006-12-04,Nam,Đối tượng 2,KV1,1.91,158,Thí sinh không phải tự do
54146645618,Họ Tên 4693,2005-01-11,Nam,Không,KV3,0.21,541,Thí sinh không phải tự do
47345994371,Họ Tên 4694,2006-01-17,Nữ,Không,KV3,0.52,473,Thí sinh không phải tự do
17451892240,Họ Tên 4695,2002-03-22,Nam,Đối tượng 1,KV3,0.11,174,Thí sinh tự do
46479897917,Họ Tên 4696,2002-05-17,Nữ,Đối tượng 2,KV3,1.9,464,Thí sinh tự do
53003637378,Họ Tên 4697,2003-01-25,Nữ,Đối tượng 2,KV3,0.38,530,Thí sinh không phải tự do
50685733499,Họ Tên 4698,2004-08-01,Nam,Không,KV1,1.8,506,Thí sinh không phải tự do
96025096266,Họ Tên 4699,2004-05-24,Nam,Đối tượng 2,KV2,0.03,960,Thí sinh tự do
91883633322,Họ Tên 4700,2006-05-31,Nữ,Không,KV3,1.51,918,Thí sinh không phải tự do
74104983107,Họ Tên 4701,2005-12-25,Nữ,Đối tượng 1,KV3,0.64,741,Thí sinh không phải tự do
20789500116,Họ Tên 4702,2006-04-12,Nam,Đối tượng 2,KV3,1.88,207,Thí sinh không phải tự do
47400258923,Họ Tên 4703,2006-08-16,Nữ,Không,KV1,1.8,474,Thí sinh tự do
32081713657,Họ Tên 4704,2002-05-09,Nữ,Không,KV2,0.63,320,Thí sinh không phải tự do
92524257242,Họ Tên 4705,2002-12-01,Nữ,Đối tượng 1,KV3,1.09,925,Thí sinh tự do
31130803715,Họ Tên 4706,2005-12-11,Nữ,Không,KV1,1.35,311,Thí sinh tự do
84389703920,Họ Tên 4707,2004-02-03,Nam,Đối tượng 2,KV3,1.35,843,Thí sinh tự do
55562193749,Họ Tên 4708,2002-01-12,Nam,Đối tượng 2,KV2,1.74,555,Thí sinh không phải tự do
23351455446,Họ Tên 4709,2006-11-19,Nam,Đối tượng 2,KV1,0.91,233,Thí sinh không phải tự do
34030890067,Họ Tên 4710,2006-09-13,Nữ,Không,KV1,0.15,340,Thí sinh tự do
25319258315,Họ Tên 4711,2005-10-15,Nam,Đối tượng 1,KV2,1.9,253,Thí sinh không phải tự do
95095248300,Họ Tên 4712,2006-02-28,Nam,Không,KV3,1.19,950,Thí sinh không phải tự do
89245210374,Họ Tên 4713,2005-10-16,Nữ,Đối tượng 1,KV2,1.7,892,Thí sinh không phải tự do
51848989103,Họ Tên 4714,2004-10-11,Nam,Không,KV3,0.19,518,Thí sinh không phải tự do
30680966656,Họ Tên 4715,2002-08-19,Nam,Đối tượng 2,KV2,1.69,306,Thí sinh không phải tự do
47507776305,Họ Tên 4716,2006-12-16,Nữ,Đối tượng 2,KV1,0.44,475,Thí sinh không phải tự do
39649439562,Họ Tên 4717,2005-04-01,Nam,Đối tượng 2,KV3,0.91,396,Thí sinh không phải tự do
80950316513,Họ Tên 4718,2005-05-06,Nam,Đối tượng 1,KV2,1.51,809,Thí sinh tự do
66894216994,Họ Tên 4719,2005-06-14,Nam,Đối tượng 1,KV3,1.69,668,Thí sinh không phải tự do
89982724412,Họ Tên 4720,2006-05-14,Nữ,Không,KV2,0.77,899,Thí sinh không phải tự do
55524717498,Họ Tên 4721,2006-01-12,Nữ,Đối tượng 1,KV2,0.7,555,Thí sinh tự do
30939578392,Họ Tên 4722,2002-06-24,Nam,Không,KV2,0.48,309,Thí sinh tự do
61637487756,Họ Tên 4723,2004-08-10,Nam,Đối tượng 2,KV2,1.54,616,Thí sinh tự do
54409644762,Họ Tên 4724,2005-10-30,Nữ,Không,KV2,1.22,544,Thí sinh tự do
43080043598,Họ Tên 4725,2005-02-10,Nam,Đối tượng 1,KV3,0.75,430,Thí sinh tự do
31586074100,Họ Tên 4726,2003-10-04,Nam,Đối tượng 1,KV3,0.6,315,Thí sinh không phải tự do
84779899735,Họ Tên 4727,2005-11-25,Nữ,Đối tượng 1,KV3,0.27,847,Thí sinh tự do
40950984332,Họ Tên 4728,2006-08-08,Nam,Không,KV2,1.39,409,Thí sinh không phải tự do
56936043511,Họ Tên 4729,2006-10-20,Nam,Đối tượng 1,KV2,0.64,569,Thí sinh tự do
27831636051,Họ Tên 4730,2006-08-28,Nữ,Không,KV2,1.93,278,Thí sinh tự do
67070259840,Họ Tên 4731,2003-03-23,Nam,Không,KV1,0.43,670,Thí sinh tự do
31554769322,Họ Tên 4732,2002-11-25,Nữ,Đối tượng 1,KV3,1.75,315,Thí sinh không phải tự do
93743867324,Họ Tên 4733,2006-04-08,Nam,Không,KV2,0.59,937,Thí sinh tự do
52076754224,Họ Tên 4734,2006-10-10,Nam,Không,KV2,0.18,520,Thí sinh không phải tự do
76920773417,Họ Tên 4735,2004-02-07,Nữ,Đối tượng 1,KV3,1.01,769,Thí sinh không phải tự do
44432682604,Họ Tên 4736,2005-06-06,Nam,Đối tượng 2,KV1,1.7,444,Thí sinh tự do
63099556038,Họ Tên 4737,2002-10-05,Nam,Không,KV3,0.54,630,Thí sinh tự do
81900009360,Họ Tên 4738,2003-12-23,Nữ,Đối tượng 1,KV2,0.21,819,Thí sinh không phải tự do
97958769562,Họ Tên 4739,2002-07-20,Nam,Đối tượng 2,KV1,0.41,979,Thí sinh không phải tự do
49099993916,Họ Tên 4740,2005-03-05,Nam,Không,KV2,0.22,490,Thí sinh tự do
34515452883,Họ Tên 4741,2002-10-09,Nữ,Không,KV3,0.89,345,Thí sinh tự do
51887480743,Họ Tên 4742,2004-10-22,Nam,Đối tượng 2,KV1,1.29,518,Thí sinh tự do
39228902837,Họ Tên 4743,2004-05-21,Nữ,Không,KV2,1.49,392,Thí sinh không phải tự do
92319357313,Họ Tên 4744,2004-10-22,Nữ,Đối tượng 2,KV1,0.84,923,Thí sinh không phải tự do
54209103406,Họ Tên 4745,2004-06-29,Nữ,Không,KV1,1.29,542,Thí sinh tự do
53277208581,Họ Tên 4746,2004-05-29,Nam,Không,KV1,1.83,532,Thí sinh tự do
20269415499,Họ Tên 4747,2002-04-19,Nữ,Đối tượng 2,KV3,0.4,202,Thí sinh không phải tự do
38726737656,Họ Tên 4748,2006-05-03,Nam,Đối tượng 2,KV3,1.46,387,Thí sinh không phải tự do
53909213283,Họ Tên 4749,2002-05-26,Nữ,Đối tượng 2,KV1,1.96,539,Thí sinh tự do
65509700635,Họ Tên 4750,2006-05-01,Nam,Đối tượng 2,KV3,1.67,655,Thí sinh tự do
48910754089,Họ Tên 4751,2006-12-10,Nam,Đối tượng 2,KV1,0.51,489,Thí sinh tự do
75044496695,Họ Tên 4752,2004-09-09,Nam,Không,KV1,1.55,750,Thí sinh không phải tự do
49691692318,Họ Tên 4753,2002-06-25,Nữ,Không,KV2,0.24,496,Thí sinh không phải tự do
27055488982,Họ Tên 4754,2005-10-02,Nam,Không,KV3,1.24,270,Thí sinh không phải tự do
94613882539,Họ Tên 4755,2003-09-12,Nam,Đối tượng 1,KV1,0.87,946,Thí sinh tự do
57636529916,Họ Tên 4756,2003-06-27,Nữ,Không,KV3,0.14,576,Thí sinh không phải tự do
11019080777,Họ Tên 4757,2005-07-07,Nữ,Đối tượng 1,KV3,1.01,110,Thí sinh không phải tự do
45177544941,Họ Tên 4758,2004-02-17,Nữ,Đối tượng 2,KV2,1.18,451,Thí sinh không phải tự do
48489780893,Họ Tên 4759,2003-09-26,Nam,Đối tượng 2,KV1,0.51,484,Thí sinh không phải tự do
19858459520,Họ Tên 4760,2005-02-01,Nam,Đối tượng 2,KV3,1.71,198,Thí sinh tự do
44779393394,Họ Tên 4761,2006-02-06,Nữ,Đối tượng 1,KV2,0.43,447,Thí sinh không phải tự do
16452008987,Họ Tên 4762,2006-01-04,Nữ,Không,KV2,0.53,164,Thí sinh tự do
69461902945,Họ Tên 4763,2002-09-03,Nam,Không,KV2,1.21,694,Thí sinh tự do
31323911612,Họ Tên 4764,2003-06-24,Nam,Đối tượng 1,KV1,0.18,313,Thí sinh không phải tự do
67424172312,Họ Tên 4765,2003-03-02,Nữ,Đối tượng 2,KV1,0.75,674,Thí sinh không phải tự do
26373228445,Họ Tên 4766,2004-11-03,Nữ,Đối tượng 1,KV3,1.0,263,Thí sinh không phải tự do
71793537753,Họ Tên 4767,2004-10-29,Nữ,Đối tượng 1,KV3,1.46,717,Thí sinh tự do
30464375573,Họ Tên 4768,2006-07-02,Nữ,Không,KV1,0.91,304,Thí sinh không phải tự do
68968208430,Họ Tên 4769,2006-08-01,Nam,Đối tượng 1,KV2,0.25,689,Thí sinh không phải tự do
83055130684,Họ Tên 4770,2005-09-17,Nam,Đối tượng 2,KV1,1.78,830,Thí sinh tự do
73618876454,Họ Tên 4771,2005-05-31,Nam,Đối tượng 1,KV3,1.46,736,Thí sinh không phải tự do
34232072895,Họ Tên 4772,2004-10-11,Nữ,Không,KV2,1.47,342,Thí sinh không phải tự do
63171979756,Họ Tên 4773,2004-12-19,Nữ,Đối tượng 1,KV2,0.51,631,Thí sinh tự do
20917785514,Họ Tên 4774,2006-05-10,Nữ,Đối tượng 1,KV1,0.37,209,Thí sinh không phải tự do
49417153532,Họ Tên 4775,2002-05-31,Nữ,Đối tượng 1,KV2,1.91,494,Thí sinh không phải tự do
96339131022,Họ Tên 4776,2005-05-19,Nữ,Đối tượng 2,KV2,0.91,963,Thí sinh tự do
40038378955,Họ Tên 4777,2003-09-23,Nam,Đối tượng 2,KV3,0.56,400,Thí sinh không phải tự do
85435361693,Họ Tên 4778,2003-09-04,Nữ,Không,KV1,0.2,854,Thí sinh không phải tự do
42728322250,Họ Tên 4779,2003-09-01,Nam,Đối tượng 1,KV2,1.06,427,Thí sinh tự do
73533894823,Họ Tên 4780,2002-06-20,Nữ,Đối tượng 2,KV1,0.68,735,Thí sinh không phải tự do
53248301545,Họ Tên 4781,2002-02-25,Nữ,Không,KV3,1.85,532,Thí sinh không phải tự do
12628505421,Họ Tên 4782,2004-02-22,Nam,Không,KV1,1.44,126,Thí sinh tự do
73698758241,Họ Tên 4783,2006-05-02,Nữ,Đối tượng 2,KV2,1.02,736,Thí sinh tự do
19479061058,Họ Tên 4784,2003-05-10,Nam,Đối tượng 2,KV2,1.19,194,Thí sinh tự do
99677579087,Họ Tên 4785,2004-11-25,Nữ,Đối tượng 2,KV2,0.56,996,Thí sinh tự do
17068149096,Họ Tên 4786,2002-04-16,Nữ,Đối tượng 1,KV3,0.53,170,Thí sinh tự do
95449533764,Họ Tên 4787,2003-08-18,Nữ,Đối tượng 2,KV1,1.09,954,Thí sinh tự do
80511961432,Họ Tên 4788,2006-02-23,Nữ,Đối tượng 1,KV2,1.57,805,Thí sinh tự do
62673527147,Họ Tên 4789,2005-05-29,Nữ,Đối tượng 2,KV2,1.01,626,Thí sinh tự do
68408919977,Họ Tên 4790,2002-08-25,Nam,Đối tượng 2,KV2,0.59,684,Thí sinh không phải tự do
73423805381,Họ Tên 4791,2002-01-05,Nữ,Đối tượng 1,KV3,0.1,734,Thí sinh tự do
83642392566,Họ Tên 4792,2005-03-09,Nữ,Đối tượng 1,KV2,1.61,836,Thí sinh tự do
74297010418,Họ Tên 4793,2002-08-18,Nữ,Đối tượng 1,KV1,1.82,742,Thí sinh tự do
59312641698,Họ Tên 4794,2002-11-24,Nữ,Đối tượng 1,KV2,1.25,593,Thí sinh tự do
52109978553,Họ Tên 4795,2004-06-26,Nam,Không,KV2,1.36,521,Thí sinh tự do
42436581957,Họ Tên 4796,2003-01-15,Nam,Đối tượng 2,KV2,1.01,424,Thí sinh không phải tự do
28223419817,Họ Tên 4797,2006-03-11,Nữ,Đối tượng 2,KV1,1.27,282,Thí sinh không phải tự do
51048268854,Họ Tên 4798,2006-03-21,Nữ,Đối tượng 2,KV1,1.49,510,Thí sinh tự do
66793842208,Họ Tên 4799,2002-02-15,Nam,Không,KV1,0.82,667,Thí sinh tự do
11120420490,Họ Tên 4800,2006-07-11,Nam,Đối tượng 2,KV2,1.84,111,Thí sinh không phải tự do
45722517040,Họ Tên 4801,2005-08-23,Nam,Đối tượng 1,KV1,0.89,457,Thí sinh không phải tự do
69215408895,Họ Tên 4802,2004-05-12,Nam,Không,KV1,0.17,692,Thí sinh tự do
73659741931,Họ Tên 4803,2003-06-11,Nam,Đối tượng 2,KV3,1.7,736,Thí sinh không phải tự do
70897503632,Họ Tên 4804,2004-03-29,Nữ,Đối tượng 1,KV1,1.37,708,Thí sinh tự do
74680861427,Họ Tên 4805,2002-12-27,Nữ,Đối tượng 2,KV1,1.42,746,Thí sinh không phải tự do
68634645730,Họ Tên 4806,2004-01-02,Nam,Đối tượng 1,KV1,1.57,686,Thí sinh tự do
97955117636,Họ Tên 4807,2003-05-14,Nữ,Không,KV2,0.29,979,Thí sinh tự do
73179430364,Họ Tên 4808,2003-08-17,Nữ,Đối tượng 2,KV1,1.44,731,Thí sinh tự do
38120696752,Họ Tên 4809,2003-09-23,Nữ,Đối tượng 1,KV2,1.19,381,Thí sinh tự do
85429951127,Họ Tên 4810,2004-07-03,Nữ,Đối tượng 1,KV1,1.24,854,Thí sinh không phải tự do
38524844099,Họ Tên 4811,2005-11-28,Nam,Đối tượng 2,KV2,0.08,385,Thí sinh tự do
65885391469,Họ Tên 4812,2002-09-23,Nam,Không,KV2,0.96,658,Thí sinh không phải tự do
27774795252,Họ Tên 4813,2006-03-06,Nữ,Không,KV2,0.04,277,Thí sinh không phải tự do
12596222583,Họ Tên 4814,2002-04-07,Nam,Không,KV2,0.94,125,Thí sinh tự do
46655460228,Họ Tên 4815,2002-06-28,Nam,Đối tượng 2,KV1,0.59,466,Thí sinh tự do
32285172265,Họ Tên 4816,2003-01-10,Nữ,Không,KV1,0.54,322,Thí sinh không phải tự do
24927024696,Họ Tên 4817,2003-02-02,Nam,Đối tượng 1,KV3,1.52,249,Thí sinh không phải tự do
48561137523,Họ Tên 4818,2002-09-16,Nữ,Đối tượng 2,KV3,1.73,485,Thí sinh không phải tự do
43069772749,Họ Tên 4819,2002-01-26,Nam,Không,KV1,1.81,430,Thí sinh tự do
43018912131,Họ Tên 4820,2004-09-27,Nam,Đối tượng 1,KV2,0.83,430,Thí sinh tự do
12506635040,Họ Tên 4821,2004-07-03,Nam,Đối tượng 2,KV3,1.95,125,Thí sinh không phải tự do
10660559815,Họ Tên 4822,2002-02-04,Nữ,Đối tượng 2,KV2,0.48,106,Thí sinh không phải tự do
89236763894,Họ Tên 4823,2006-05-25,Nam,Không,KV1,0.0,892,Thí sinh tự do
35545716171,Họ Tên 4824,2003-08-20,Nam,Không,KV2,1.7,355,Thí sinh không phải tự do
15021882978,Họ Tên 4825,2006-06-18,Nam,Đối tượng 1,KV1,0.61,150,Thí sinh không phải tự do
14074387802,Họ Tên 4826,2006-03-21,Nữ,Không,KV3,0.85,140,Thí sinh không phải tự do
87125925984,Họ Tên 4827,2003-05-03,Nữ,Không,KV2,0.16,871,Thí sinh tự do
16067131771,Họ Tên 4828,2003-02-13,Nữ,Đối tượng 1,KV3,1.22,160,Thí sinh không phải tự do
36459113071,Họ Tên 4829,2002-04-25,Nam,Đối tượng 2,KV3,1.02,364,Thí sinh không phải tự do
85617670509,Họ Tên 4830,2002-07-23,Nữ,Không,KV2,0.6,856,Thí sinh không phải tự do
86176014943,Họ Tên 4831,2002-09-29,Nam,Đối tượng 1,KV2,0.33,861,Thí sinh tự do
92116676000,Họ Tên 4832,2002-04-21,Nữ,Đối tượng 1,KV2,0.91,921,Thí sinh không phải tự do
23849971387,Họ Tên 4833,2005-07-01,Nam,Đối tượng 1,KV3,1.12,238,Thí sinh không phải tự do
38015874695,Họ Tên 4834,2003-08-25,Nam,Đối tượng 1,KV3,1.76,380,Thí sinh tự do
15827943917,Họ Tên 4835,2002-06-02,Nữ,Không,KV3,1.72,158,Thí sinh không phải tự do
32558993488,Họ Tên 4836,2002-02-03,Nữ,Không,KV1,1.29,325,Thí sinh tự do
82569768010,Họ Tên 4837,2002-03-20,Nữ,Không,KV3,0.31,825,Thí sinh tự do
60019850429,Họ Tên 4838,2003-10-05,Nam,Không,KV3,0.37,600,Thí sinh tự do
64793851395,Họ Tên 4839,2002-01-30,Nam,Không,KV1,0.86,647,Thí sinh tự do
70756673174,Họ Tên 4840,2005-12-01,Nam,Đối tượng 1,KV1,1.21,707,Thí sinh không phải tự do
39094432554,Họ Tên 4841,2002-01-19,Nữ,Không,KV2,1.18,390,Thí sinh không phải tự do
83025208390,Họ Tên 4842,2004-11-27,Nam,Đối tượng 2,KV3,1.93,830,Thí sinh tự do
53436549227,Họ Tên 4843,2004-06-15,Nam,Không,KV1,0.23,534,Thí sinh tự do
49983584155,Họ Tên 4844,2002-01-25,Nữ,Đối tượng 2,KV1,0.81,499,Thí sinh không phải tự do
90133600305,Họ Tên 4845,2005-02-24,Nữ,Không,KV2,0.3,901,Thí sinh tự do
25349499807,Họ Tên 4846,2004-10-02,Nữ,Đối tượng 2,KV3,1.38,253,Thí sinh không phải tự do
95771179052,Họ Tên 4847,2002-12-13,Nam,Đối tượng 1,KV2,1.02,957,Thí sinh không phải tự do
17103291090,Họ Tên 4848,2006-11-23,Nam,Đối tượng 1,KV1,1.56,171,Thí sinh tự do
49173785264,Họ Tên 4849,2004-07-04,Nam,Đối tượng 2,KV3,0.36,491,Thí sinh không phải tự do
51122923160,Họ Tên 4850,2002-08-16,Nữ,Đối tượng 2,KV3,0.77,511,Thí sinh không phải tự do
28070165870,Họ Tên 4851,2006-06-27,Nam,Đối tượng 2,KV1,0.57,280,Thí sinh không phải tự do
43126208621,Họ Tên 4852,2004-08-14,Nữ,Đối tượng 1,KV3,0.58,431,Thí sinh không phải tự do
39855168134,Họ Tên 4853,2002-09-10,Nam,Đối tượng 1,KV3,1.29,398,Thí sinh không phải tự do
78958462057,Họ Tên 4854,2002-02-25,Nữ,Đối tượng 1,KV2,0.85,789,Thí sinh không phải tự do
36041993174,Họ Tên 4855,2006-05-21,Nữ,Đối tượng 1,KV2,0.86,360,Thí sinh tự do
34314783889,Họ Tên 4856,2003-03-29,Nam,Đối tượng 1,KV3,0.41,343,Thí sinh tự do
79637360495,Họ Tên 4857,2004-04-09,Nữ,Đối tượng 1,KV2,1.39,796,Thí sinh không phải tự do
32089876705,Họ Tên 4858,2002-04-11,Nam,Không,KV3,1.9,320,Thí sinh không phải tự do
11127214578,Họ Tên 4859,2003-03-05,Nam,Không,KV1,0.12,111,Thí sinh tự do
33255669723,Họ Tên 4860,2003-03-26,Nữ,Không,KV1,0.76,332,Thí sinh không phải tự do
63323940739,Họ Tên 4861,2004-02-04,Nam,Không,KV2,0.69,633,Thí sinh tự do
18742644870,Họ Tên 4862,2004-05-05,Nam,Đối tượng 2,KV3,0.08,187,Thí sinh tự do
72837856946,Họ Tên 4863,2002-05-06,Nam,Đối tượng 2,KV3,0.35,728,Thí sinh không phải tự do
36258517892,Họ Tên 4864,2002-05-06,Nam,Đối tượng 1,KV1,0.49,362,Thí sinh không phải tự do
39310059982,Họ Tên 4865,2003-10-04,Nữ,Đối tượng 1,KV2,1.02,393,Thí sinh tự do
23695621572,Họ Tên 4866,2004-08-30,Nam,Đối tượng 1,KV2,1.33,236,Thí sinh không phải tự do
15656056767,Họ Tên 4867,2004-10-02,Nữ,Không,KV3,0.98,156,Thí sinh tự do
13932281118,Họ Tên 4868,2005-04-13,Nữ,Không,KV3,0.09,139,Thí sinh tự do
89550681586,Họ Tên 4869,2004-05-15,Nam,Không,KV1,1.34,895,Thí sinh tự do
51523035858,Họ Tên 4870,2003-01-10,Nữ,Đối tượng 2,KV1,1.8,515,Thí sinh tự do
